Number,Title
2630,financial studio android based application computing tax pension zakat loan
2631,improving performance polling model using forced idle time
2632,number density peak chi-squared field
2633,nptfit code package non-poissonian template fitting
2634,new simulation strategy lattice gauge theory
2635,deep learning color towards automated quarkgluon jet discrimination
2636,highly repeatable nanoscale phase coexistence vanadium dioxide film
2637,subleading power correction n-jettiness subtraction
2638,plug play generative network conditional iterative generation image latent space
2639,diffusion chaos near ads2 horizon
2640,tuned non-higgsable u1s f-theory
2641,realization two relaxation rate hubbard-falicov-kimball model
2642,cosmic bell test measurement setting milky way star
2643,resfeats residual network based feature image classification
2644,separating quantum communication approximate rank
2645,sparse control dynamic movement primitive
2646,automatic discovery discriminative part quadratic assignment problem
2647,fisher information framework time series modeling
2648,quark orbital angular momentum themitbag model
2649,interacting fermion rotation chiral symmetry restoration moment inertia thermodynamics
2650,boundary term three-point function adscft puzzle resolved
2651,validation tsallis entropy inter-modality neuroimage registration
2652,introduction physic total cross-section lhc review data model
2653,coupling constant correction holographic model heavy ion collision
2654,preheating multifield inflation nonminimal coupling iii dynamical spacetime result
2655,preheating multifield inflation nonminimal coupling resonance structure
2656,first thermodynamic interpretation technology transfer activity
2657,three early paper herbert busemann
2658,general constraint dark matter decay cosmic microwave background
2659,non-higgsable abelian gauge symmetry f-theory fiber product rational elliptic surface
2660,superconformal bootstrap two dimension
2661,proton-proton fusion tritium -decay lattice quantum chromodynamics
2662,low-energy electronic recoil xenon detector solar neutrino
2663,robust self-testing many-qubit state
2664,boosted dark matter neutrino experiment
2665,holographic butterfly effect quantum critical point
2666,indoor space recognition using deep convolutional neural network case study atmitcampus
2667,knowledge guided disambiguation large-scale scene classification multi-resolution cnns
2668,multi-view self-supervised deep learning pose estimation amazon picking challenge
2669,additive classical capacity quantum channel assisted noisy entanglement
2670,benchmarking scidb data import hpc system
2671,new angle energy correlation function
2672,geometric formulation supersymmetry
2673,imbalanced-learn python toolbox tackle curse imbalanced datasets machine learning
2674,bouncing dirac particle compatibility betweenmitboundary condition thomas precession
2675,fermionic condensate casimir effect cosmic string spacetime
2676,soft-collinear supersymmetry
2677,analytic structure non-global logarithm convergence dressed gluon expansion
2678,octet baryon magnetic moment lattice qcd approaching experiment three-flavor symmetric point
2679,exploring nonlocal observables shock wave collision
2680,noncompact weyl-einstein-yang-mills model semiclassical quantum gravity
2681,impeded dark matter
2682,volume raycastingmitopencl
2683,entanglement growth global quench free scalar field theory
2684,weakly supervised patchnets describing aggregating local patch scene recognition
2685,erdmessungmitquanten und relativitt
2686,entwicklung eines gasmoderators positronen
2687,finite-size composition-driven topological phase transition bi1-xinx2se3 thin film
2688,tuning metal-insulator transition perovskites epitaxial strain first principles-based study
2689,effect quark-hadron phase transition highly magnetized neutron star
2690,residual cnds
2691,robust shortest path planning semicontractive dynamic programming
2692,affine monotonic risk-sensitive model dynamic programming
2693,top quark mass calibration monte carlo event generator
2694,compact star strongly coupled quark matter strong magnetic field
2695,unstable nucleus dissociation light stable radioactive nucleus nuclear track emulsion
2696,imitation game concerning gravitational wave physic
2697,influence al-doping structural magnetic electrical property la1-xbaxmn1-xalxo3 0leq leq 025 manganite
2698,llmapreduce multi-level map-reduce high performance data analysis
2699,hierarchical manifold clustering diffusion map connectomics mit18s096 final project
2700,holographic heavy ion collision baryon charge
2701,approach proof riemann hypothesis second mean-value theorem calculus
2702,radial stability anisotropic strange quark star
2703,thermal transport across continuous metal-insulator transition
2704,sequential measurement disturbance property testing
2705,short range correlation emc effect effective field theory
2706,themitbag model self-adjointness non-relativistic limit
2707,curious spectrum duality invariant higher-derivative gravity
2708,tensionless superstring view worldsheet
2709,light quark yukawa coupling higgs kinematics
2710,chiral effective theory method application structure hadron lattice qcd
2711,metallic monoclinic phase vo2 induced electrochemical gating in-situ raman study
2712,complex system computational social science perspective labor market
2713,holographic metal-insulator transition higher derivative gravity
2714,gluonic transversity lattice qcd
2715,deciphering contribution extragalactic gamma-ray background gev tev
2716,higgs transverse momentum spectrum finite quark mass beyond leading order
2717,dnest4 diffusive nested sampling python
2718,resource destroying map
2719,resurrecting dead cone
2720,non-perturbative landscape mott-hubbard transition multiple divergence line around critical endpoint
2721,quark-meson coupling model based upon nambu-jona lasinio model
2722,relativistic model anisotropic strange star
2723,spherical cow dark matter indirect detection
2724,opensalicon open source implementation salicon saliency model
2725,multiscale monte carlo equilibration two-color qcd two fermion flavor
2726,randomized query complexity sabotaged composed function
2727,enhanced gauge symmetry f-theory model tuned elliptic calabi-yau threefolds
2728,factorization jet radius logarithm jet mass spectrum lhc
2729,deep learning without poor local minimum
2730,dimensional regularization novel approach
2731,accuracy precision collider event shape
2732,employing helicity amplitude resummation scet
2733,exploiting jet binning identify initial state high-mass resonance
2734,cluster-lensing python package galaxy cluster miscentering
2735,mortgage refinancing
2736,brute-force mapmaking compact interferometer miteor northern sky map 128 mhz 175 mhz
2737,andorestimator android based software cost estimation application
2738,adobe-mitsubmission dstc spoken language understanding pilot task
2739,separation communication complexity using cheat sheet information complexity
2740,block shelf visual programming language
2741,effective field theory lhc
2742,kernel balancing flexible non-parametric weighting procedure estimating causal effect
2743,disorder-driven metal-insulator transition deformable lattice
2744,calibration k-profile parameterization ocean boundary layer mixing part development
2745,characterization quantum phase transition using holographic entanglement entropy
2746,summary teammitsapproach amazon picking challenge 2015
2747,high-level gpu programming julia
2748,darkest hour dawn contribution cosmic reionization dark matter annihilation decay
2749,electronic griffith phase doped semiconductor fesb2
2750,bootstrapping rapidity anomalous dimension transverse-momentum resummation
2751,three-index symmetric matter representation su2 f-theory non-tate form weierstrass model
2752,layer-wise relevance propagation neural network local renormalization layer
2753,analytic pion form factor
2754,collinear superspace
2755,lieb-robinson butterfly effect
2756,inclusive dark photon search lhcb
2757,engineering holographic superconductor phase diagram
2758,predictive modeling opinion connectivity dynamic social network
2759,new dynamical instability anti-de-sitter spacetime
2760,circular orbit related quasi-harmonic oscillatory motion charged particle around weakly magnetized rotating black hole
2761,comparing human automated evaluation open-ended student response question evolution
2762,volume-wise destruction antiferromagnetic mott insulating state quantum tuning
2763,nucleon helicity transversity parton distribution lattice qcd
2764,latitude-dependent analysis leptonic hypothesis fermi bubble
2765,comment diphoton excess critical reappraisal effective field theory interpretation
2766,metal-insulator transition correlated two-dimensional system disorder
2767,analyzing in-game movement soccer player scale
2768,universal relation nongaussian fluctuation heavy-ion collision
2769,key role lattice symmetry metal-insulator transition ndnio3 film
2770,nonlinear chiral transport phenomenon
2771,metal-insulator transition hubbard model correlation spiral magnetic structure
2772,magnetic state correlation effect metal-insulator transition fcc lattice
2773,validity assumption classical coupon collector problem
2774,fly ship captain digital evolution unravels selective pressure avoid collision drosophila
2775,quantum critical magneto-transport continuous metal-insulator transition
2776,quantum critical transport continuous metal-insulator transition
2777,disordered quiver cold horizon
2778,exploring coevolution predator prey morphology behavior
2779,universal refocusing systematic quantum noise
2780,quantum supremacy quantum approximate optimization algorithm
2781,gravity on-shell probe action
2782,temperature electric field induced metal-insulator transition atomic layer deposited vanadium dioxide thin film
2783,hole-doping-induced melting spin-state ordering prbaco2o55x
2784,aspect symmetry topology anomaly quantum matter
2785,probing new physic isotope shift spectroscopy
2786,simple precise method solving axisymmetric contact problem involving elastically graded material
2787,striped nanoscale phase separation metal-insulator transition heteroepitaxial nickelates
2788,phyloio interactive viewing comparison large phylogenetic tree web
2789,evolution jet opening angle distribution holographic plasma
2790,superconductor digital electronics scalability energy efficiency issue
2791,human atlas tool mapping social network
2792,disentangled representation neural model
2793,ell ell- form factor differential branching fraction angular observables lattice qcd relativistic quark
2794,three-point function duality-invariant higher-derivative gravity
2795,broadband resonant approach axion dark matter detection
2796,faddeev-jackiw hamiltonian reduction free gauged rarita-schwinger theory
2797,wigner-mott quantum criticality 2d-mitto 3he mott organic
2798,locally-supervised deep hybrid model scene recognition
2799,atomic ionization sterile-to-active neutrino conversion constraint dark matter sterile neutrino germanium detector
2800,vanadium dioxide metal-insulator transition electrical switching oscillation review state art recent progress
2801,probing hadron-quark mixed phase high isospin baryon density sensitive observables
2802,simplifying wireless social caching
2803,tetrisation triangular mesh application shape blending
2804,effective field theory forward scattering factorization violation
2805,bubble dynamic quark-hadron phase transition nuclear collision
2806,simulated quantum annealing exponentially faster classical simulated annealing
2807,building block subleading helicity operator
2808,anti-commutative dual complex number rigid transformation
2809,performance qaoa typical instance constraint satisfaction problem bounded degree
2810,computational complexity quantum theory dimension
2811,diphoton excess 750 gev gluon-gluon fusion quark-antiquark annihilation
2812,galilean yang-mills theory
2813,weak strong coupling equilibration nonabelian gauge theory
2814,rotating fermion inside cylindrical boundary
2815,group mobility detection tracking characterization
2816,ber die klassifizierung von knoten dynamischen netzwerkenmitinhalt
2817,direct intrinsics learning albedo-shading decomposition convolutional regression
2818,oscillatory attractor new cosmological phase
2819,heavy-flavor-conserving hadronic weak decay heavy baryon
2820,nearly optimal separation communication query complexity partition
2821,cosmology orthogonal nilpotent superfields
2822,entanglement entropy gross-neveu model
2823,nonminimal coupling early universe multifield model inflation latest observation
2824,drag suppression anomalous chiral medium
2825,model-independent indirect detection constraint hidden sector dark matter
2826,hydrodynamical study conversion hadronic matter quark matter shock-induced conversion
2827,anisotropic pressure quark core strongly magnetized hybrid star
2828,designing mobile game thwart malicious threat phishing threat avoidance perspective
2829,training cnns low-rank filter efficient image classification
2830,canonical typicality energy eigenstates isolated quantum system
2831,inferring planetary obliquity using rotational orbital photometry
2832,classification certain asymptotically ad space-time ricci-flat boundary
2833,kilombo kilobot simulator enable effective research swarm robotics
2834,superconformal bootstrap cft
2835,chaos quantum channel
2836,effective field theory dissipative fluid
2837,f-theory geometry flux vacuum
2838,quantum algorithm system linear equation exponentially improved dependence precision
2839,low energy scattering phase shift meson-baryon system
2840,separation query complexity using cheat sheet
2841,susy silico numerical d-brane bound state spectroscopy
2842,new setting spontaneous gauge symmetry breaking
2843,self-adjointness casimir effect confined quantized spinor matter
2844,lm-cma alternative l-bfgs large scale black-box optimization
2845,probing black phosphorus quantum capacitance measurement
2846,preheating multifield inflation nonminimal coupling covariant formalism attractor behavior
2847,singular behavior jet substructure observables
2848,systematics metal-insulator transition temperature vanadium oxide
2849,polynomial chaos-based bayesian inference k-profile parametrization general circulation model tropical pacific
2850,lily pad towards real-time interactive computational fluid dynamic
2851,charmonium dissociation anomalous wind
2852,polarization dependent tuning hanle effect ground state
2853,high resolution hall measurement across vo2 metal-insulator transition reveal impact spatial phase separation
2854,algebraic condition generating accurate adjacency array
2855,monte carlo exploration threefold base geometry f-theory vacuum
2856,multiscale monte carlo equilibration pure yang-mills theory
2857,effective chern-simons term induced local cpt-violating coupling using dimensional regularization
2858,markov chain analysis cumulative step-size adaptation linear constrained problem
2859,heart beat classification single-lead ecg using synchrosqueezing transform
2860,composite vector particle external electromagnetic field
2861,building resource adaptive software system brass objective system evaluation
2862,local hamiltonians whose ground state hard approximate
2863,adscft little hierarchy problem
2864,harvesting discriminative meta object deep cnn feature scene classification
2865,reproducible operating margin 72800-device digital superconducting chip
2866,metal-like transport high-resistance high aspect ratio two-dimensional electron gas
2867,t-duality constraint higher derivative revisited
2868,knowledge-based system collaborative process specification
2869,analysis intelligent classifier enhancing detection accuracy intrusion detection system
2870,composition dependence electronic magnetic transport morphological property mixed valence manganite thin film
2871,equilibrium stability charged strange quark star
2872,dark photon charm meson lhcb
2873,strange star gravity withmitbag model
2874,evaluating visualization deep neural network learned
2875,effect strain ferroelectric field effect strongly correlated oxide sm05nd05nio3
2876,compactifications solve cosmological constant problem
2877,advanced fabrication process superconducting large scale integrated circuit
2878,multi-fields modulation physical property oxide thin film
2879,learning contextual dependency convolutional hierarchical recurrent neural network
2880,double metric generalized metric -geometry
2881,light efficient flutter shutter
2882,classification argyres-douglas theory branes
2883,improved bounded-strength decoupling scheme local hamiltonians
2884,new model strange star
2885,high-contrast imaging siriusa vltsphere looking giant planet one astronomical unit
2886,two nucleon system msim 450rm mev lattice qcd
2887,graphulo linear algebra graph kernel nosql database
2888,modulation effect dark matter-electron scattering experiment
2889,supersymmetry constraint string theory
2890,unitary limit two-nucleon interaction strong magnetic field
2891,hard matching boosted top two loop
2892,suppression nonmagnetic insulating state application pressure mineral tetrahedrite cu12sb4s13
2893,statistical framework estimating gnss bias
2894,employing helicity amplitude resummation
2895,emergent excitation magnetic metal-insulator transition pyrochlore osmate cd2os2o7
2896,sample-optimal tomography quantum state
2897,resolving boosted jet xcone
2898,xcone n-jettiness exclusive cone jet algorithm
2899,recoil polarization measurement proton electromagnetic form factor ratio high momentum transfer
2900,holographic trace anomaly local renormalization group
2901,enhancing low-cost ozone spectrometer measure mesospheric wind tide
2902,canonical formulation conserved charge double field theory
2903,spin glass model syntax language evolution
2904,massive photon infrared regularization scheme lattice qcdqed
2905,dark matter shared asymmetry galactic gamma ray signal
2906,percolative metal-insulator transition lamno3
2907,stress tensor correlators three-dimensional gravity
2908,tensionless string worldsheet symmetry
2909,doubly infinite separation quantum information communication
2910,individual performance calibration using physiological stress signal
2911,anderson metal-insulator transition classical magnetic impurity
2912,analytic boosted boson discrimination
2913,implementation general background electromagnetic field periodic hypercubic lattice
2914,self-replication imply evolvability
2915,accurate fourier transform
2916,altmetrics chapter beyond bibliometrics harnessing multidimensional indicator scholarly impact
2917,incremental gradient subgradient proximal method convex optimization survey
2918,lambda-policy iteration review new implementation
2919,parton distribution threshold resummation
2920,improved semidefinite programming hierarchy testing entanglement
2921,improving big data visual analytics interactive virtual reality
2922,enabling on-demand database computing withmitsupercloud database management system
2923,gate voltage control long dna coherent transport insulator surface
2924,separated birth jet maximization axis minimization stable cone finding
2925,novel feature extraction method scene recognition based centered convolutional restricted boltzmann machine
2926,equation state neutron star hyperon quark relativistic hartree-fock approximation
2927,spatial layout scale invariant feature representation indoor scene classification
2928,magnetic structure light nucleus lattice qcd
2929,size dependence metal-insulator transition stoichiometric fe3o4 nanocrystals
2930,evidence unresolved gamma-ray point source inner galaxy
2931,indirect dark matter signature cosmic dark age ionization heating photon production arbitrary energy injection
2932,indirect dark matter signature cosmic dark age generalizing bound s-wave dark matter annihilation planck
2933,mathbbp1-bundle base prevalence non-higgsable structure f-theory model
2934,consistent type iib reduction maximal supergravity
2935,e66 exceptional field theory review embedding type iib
2936,chiral drag force
2937,functionalized graphene model system two-dimensional metal-insulator transition
2938,quark matter strong magnetic field
2939,cavitation quark gluon plasma finite chemical potential several transport coefficient
2940,supervertices non-renormalization condition maximal supergravity theory
2941,metal-insulator transition local-moment collapse feo pressure
2942,hopf algebra renormalization brief review
2943,tuning metal-insulator transition ndnio3 heterostructures via fermi surface instability spin-fluctuations
2944,qcd resummation hadronic final state
2945,gravitating lepton bag model
2946,training deeper convolutional network deep supervision
2947,initio calculation radiative capture process
2948,top quark pair production beyond nnlo
2949,tailoring electronic transition ndnio3 film 111pc oriented interface
2950,multi-object classification unsupervised scene understanding using deep learning feature latent tree probabilistic model
2951,fast r-cnn
2952,classification rational unicuspidal curve two newton pair
2953,off-shell hydrodynamics holography
2954,hillclimbers beat genetic algorithm multimodal optimization
2955,goldstone goldstino supersymmetric inflation
2956,effect inhomogeneity substrate dynamic metal-insulator transition vo2 thin film
2957,note large gauge transformation double field theory
2958,electronic transition strained smnio3 thin film
2959,comparison wavelet function qrs signal noise ratio enhancement detection accuracy
2960,automated analysis prediction job interview performance
2961,halo-independent direct detection analysis without mass assumption
2962,conversation richard olshen
2963,formalism primordial black hole formation spherical symmetry
2964,separating decision tree complexity subcube partition complexity
2965,vacuum structure gravitational bag produced metric-independent spacetime volume-form dynamic
2966,formation scientific field universal topological transition
2967,new result coupon collector problem swapping replacement
2968,multimediator model galactic center gamma ray excess
2969,ferminoic casimir effect sphere
2970,managing dimensional regularization trace
2971,unusual behavior epicyclic frequency around rapidly rotating compact star
2972,implementation practical distributed calculation system browser javascript application distributed deep learning
2973,critical slowing charge carrier dynamic mott metal-insulator transition
2974,emergence quantum nonmagnetic insulating phase spin-orbit coupled square lattice
2975,tracking hyper-boosted top quark
2976,toward invariant matrix model anderson transition
2977,apsis framework automated optimization machine learning hyper parameter
2978,structural instability rutile compound relevance metal-insulator transition vo2
2979,shive wave machine wave propagation dispersion reflection simulation die wellenmaschine grundlagen der wellenausbreitung dispersion reflexion simulation
2980,higher derivative coupling theory sixteen supersymmetry
2981,multi-step cascade annihilation dark matter galactic center excess
2982,pressure-driven metal-insulator transition bifeo3 dynamical mean-field theory
2983,miljs brand new javascript library matrix calculation machine learning
2984,survey word reordering statistical machine translation computational model language phenomenon
2985,massless rotating fermion inside cylinder
2986,interpolating coulomb phase little string theory
2987,arrhythmia detection using mutual information-based integration method
2988,sudakov safety perturbative qcd
2989,gravitating bag coherent system point-like dressed electron
2990,lifshitz metal-insulator transition induced all-inall-out magnetic order pyrochlore oxide cd2os2o7
2991,stability magnetized strange quark matter themitbag model density dependent bag pressure
2992,dark matter constraint composite higgs model
2993,early thermalization hydrodynamics energy loss adscft
2994,state-of-the-art prediction c-parameter determination alpha
2995,non-global logarithm factorization soft substructure jet
2996,precise determination c-parameter distribution
2997,calculation electric magnetic root mean squared radius proton based onmitbag model
2998,epidemic threshold si model dynamic switching network
2999,giant spin-phonon-electronic coupling oxide
3000,first calculation fractional jet
3001,hamiltonian simulation nearly optimal dependence parameter
3002,comparison selection method on-line distributed evolutionary robotics
3003,fire night light mobile phone reveal behavioral fingerprint useful development
3004,gravity duals modular hamiltonians
3005,unitary thermodynamics thermodynamic geometry fit local density approximation
3006,towards barrier free contact mos2 using graphene electrode
3007,short-packet communication multiple-antenna rayleigh-fading channel
3008,compressibility positive semidefinite factorization quantum model
3009,spontaneous breaking symmetry invariant matrix model
3010,non-higgsable cluster f-theory model
3011,distinguishing dark matter unresolved point source inner galaxy photon statistic
3012,quantum approximate optimization algorithm applied bounded occurrence constraint problem
3013,dark matter axions form condensate long-range correlation
3014,two-dimensional conformal field theory butterfly effect
3015,simulating hamiltonian dynamic truncated taylor series
3016,wrong side track big data protected category
3017,critical behavior strongly disordered electron system case long-range screened coulomb interaction
3018,finite-volume matrix element multi-boson state
3019,formal semantics cognitive middleware awdrat
3020,initial nucleon structure result chiral quark physical point
3021,analyzing multi-field tunneling exact bounce solution
3022,soft theorem effective field theory
3023,computer vision gaze cognition
3024,temperature driven metal-insulator transition thin film
3025,fisher kernel deep neural activation
3026,signal light dark force galactic center
3027,software polarization spectrometer polaris
3028,novel electronic behavior driving ndnio3 metal-insulator transition
3029,exact correlators bps operator superconformal bootstrap
3030,growth control oxidation state vanadium oxide thin film
3031,mott transition triangular lattice hubbard model dynamical cluster approximation study
3032,soft evolution multi-jet final state
3033,behaviour tree evolutionary robotics
3034,phase diagram qcd magnetic field review
3035,deep convolutional filter bank texture recognition segmentation
3036,c-parameter distribution n3llprime including power correction
3037,heterotic effective action duality symmetry revisited
3038,direct observation decoupled structural electronic transition ambient pressure monoclinic-like metallic phase vo2
3039,quantum approximate optimization algorithm
3040,fast evaluation multi-hadron correlation function
3041,asynchronous approximation single component solution linear system
3042,let cohen-macaulay complex
3043,two-baryon system twisted boundary condition
3044,dynamical spacetimes numerical hydrodynamics
3045,holography probe branes isoperimetric inequality
3046,daedalus dark matter detection
3047,deep gaze boosting saliency prediction feature map trained imagenet
3048,building better boosted top tagger
3049,directional antineutrino detection
3050,consistent kaluza-klein truncation via exceptional field theory
3051,complexified boost invariance holographic heavy ion collision
3052,method context-based adaptive qrs clustering real-time
3053,quarkonium-nucleus bound state lattice qcd
3054,substrate-induced microstructure effect dynamic photo-induced metal-insulator transition vo2 thin film
3055,quark gluon plasma equation state expansion early universe
3056,moongen scriptable high-speed packet generator
3057,modeling expected performance regolith x-ray imaging spectrometer rexis
3058,explicitly broken supersymmetry exactly massless modulus
3059,density spike astrophysical scale n-field waterfall transition
3060,model quark star charged anisotropic matter
3061,exact solution dimensional anisotropic star finch skea spacetime
3062,upper bound quantum query complexity inspired elitzur-vaidman bomb tester
3063,non-higgsable qcd standard model spectrum f-theory
3064,heavy dark matter annihilation effective field theory
3065,localized shock
3066,ecg-on-chip 535-nwchannel integrated lossless data compressor wireless sensor
3067,using printing visualize social medium big data
3068,power counting better jet observables
3069,signalnoise optimization strategy stochastically estimated correlation function
3070,statistical inference probabilistic graphical model
3071,thermally driven analog barkhausen effect metal-insulator transition vanadium dioxide
3072,computational power normalizer circuit black-box group
3073,magnetic moment light nucleus lattice quantum chromodynamics
3074,normalizer circuit gottesman-knill theorem infinite-dimensional system
3075,self-scattering dark matter excited state
3076,magnetic induction tomography using all-optical 87rb atomic magnetometer
3077,super-rnyi entropy wilson loop sym gravity duals
3078,cyber-physical system eine herausforderung die automatisierungstechnik
3079,qcd inequality hadron interaction
3080,hawking-page transition holographic massive gravity
3081,fabrication process property fully-planarized deep-submicron nbal-aloxnb josephson junction vlsi circuit
3082,inductance circuit structure formitll superconductor electronics fabrication process niobium layer
3083,universal dynamic soliton interaction quench
3084,gaining mutual information quarkgluon discrimination
3085,translation interpretation michael sadowskys paper theory elastically bendable inextensible band application mbius band
3086,translation michael sadowskys paper differential equation mbius band
3087,synchronization pairwise-coupled identical relaxation oscillator based metal-insulator phase transition device model study
3088,fast accurate unconstrained face detector
3089,key factor spin parameter uniformly rotating compact star crust structure
3090,theory self-resonance inflation part quantum mechanic particle-antiparticle asymmetry
3091,theory self-resonance inflation part adiabatic isocurvature goldstone mode
3092,fake conformal symmetry conformal cosmological model
3093,result shape dependence entanglement rnyi entropy
3094,genetic sequence matching using d4m big data approach
3095,analytic calculation 1-jettiness dis mathcal
3096,inflation driven unification energy
3097,probing electron state metal-insulator transition mechanism atomically thin mos2 based vertical heterostructures
3098,ecg-soc 535nwchannel lossless data compression wearable sensor
3099,magao status on-sky performance magellan adaptive optic system
3100,coded shared atomic memory algorithm message passing architecture
3101,double field theory order
3102,optical conductivity v4o7 across metal-insulator transition
3103,green-schwarz mechanism -deformed courant bracket
3104,systematic derivation behaviour characterisation evolutionary robotics
3105,tuning metal-insulator transition manganite film surface exchange coupling magnetic nanodots
3106,large epitaxial bi-axial strain induces mott-like phase transition vo2
3107,new model strange quark star isotropic pressure
3108,investigation metal-insulator like transition initio density matrix renormalization group approach
3109,aspect jet 100 tev
3110,open source pattern recognition toolbox matlab
3111,late-time structure bunch-davies sitter wavefunction
3112,achieving 100000000 database insert per second using accumulo d4m
3113,cal superconformal bootstrap three dimension
3114,comparative study low temperature x-ray diffraction experiment r2ir2o7
3115,new deterministic model strange star
3116,dark nucleus nuclear spectroscopy two-colour qcd
3117,exceptional field theory iii e88
3118,signature localization effective metallic regime high mobility mosfets
3119,bag formation gauge condensate
3120,universal far-from-equilibrium dynamic holographic superconductor
3121,dark nucleus cosmology indirect detection
3122,glassy slowdown replica-symmetry-breaking instantons
3123,calabi-yau threefolds large
3124,correlation correction thermodynamic property spin asymmetric qgp matter
3125,indirect detection boosted dark matter
3126,uncertainty analysis fission fraction reactor antineutrino experiment
3127,dissecting soft radiation factorization
3128,optical detection analysis pictor jet
3129,exceptional representation weyl group
3130,four class morphogenetic collective system
3131,jet veto interfering h-ww
3132,miteor scalable interferometer precision cosmology
3133,wormhole entanglement holography
3134,exploiting prior knowledge compressed sensing wireless ecg system
3135,hybrid strongweak coupling approach jet quenching
3136,neutrino diffusive transport hot quark matter detailed analysis
3137,conformal invariance subleading soft theorem gauge theory
3138,geometric constraint dual f-theory heterotic string compactifications
3139,approximating metal-insulator transition
3140,non-abelian string particle braiding topological order modular sl3z representation 31d twisted gauge theory
3141,emergent majorana fermion restricted clifford algebra
3142,signalnoise enhancement strategy stochastically estimated correlation function
3143,hybrid metaheuristics clustered vehicle routing problem
3144,decomposition algorithm nested resource allocation problem
3145,f-theory model elliptically fibered calabi-yau threefolds semi-toric base surface
3146,emergent fractional charge multiple majorana
3147,emergence dirac equation solitonic source kerr spinning particle
3148,nucleon electromagnetic form factor lattice qcd using nearly physical pion mass
3149,minimal massive gravity
3150,high-density two-dimensional small polaron gas delta-doped mott insulator
3151,section multisections field f-theory
3152,mtdf minimax algorithm faster negascout
3153,formale entwicklung einer steuerung eine fertigungszellemitsysyfos
3154,life cycle superfluid vortex quantum turbulence unitary fermi gas
3155,eeg spatial decoding classification logit shrinkage regularized directed information assessment l-soda
3156,taking halo-independent dark matter method bin
3157,hall viscosity angular momentum gapless holographic model
3158,novel method calculate click rate sponsored search
3159,inflation symmetry b-modes
3160,tumblr statistical overview comparison
3161,managing gamma5 dimensional regularization abj anomaly
3162,nustar discovery cyclotron line 1947300
3163,multi-scale orderless pooling deep convolutional activation feature
3164,epicyclic frequency rotating strange quark star importance stellar oblateness
3165,wormhole geometry supported quark matter ultra-high density
3166,casimir operator dependence qcd amplitude
3167,characterization gamma-ray signal central milky way compelling case annihilating dark matter
3168,soft drop
3169,persistent metal-insulator transition surface oxygen-deficient epitaxial manganite film
3170,metal-insulator transition strong localization induced crossover phenomenon
3171,axiom definability full completeness
3172,toward multi-differential cross section measuring two angularity single jet
3173,separating electric field thermal effect across metal-insulator transition vanadium oxide nanobeams
3174,large neighborhood implicit customer selection vehicle routing problem profit
3175,metal oxide resistive switching evolution density state across metal-insulator transition
3176,flavor physic baryon
3177,jet shape broadening axis
3178,fast accurate alignment long bisulfite-seq read
3179,inflationary paradigm planck 2013
3180,quantum fluctuation cosmology lead multiverse
3181,ken wilson early year
3182,ss3sim package fishery stock assessment simulation stock synthesis
3183,exceptional field theory e77
3184,hot spin polarized strange quark star presence magnetic field using density dependent bag constant
3185,indirect model-dependent probe higgs self-coupling
3186,near-optimal anomaly detection graph using lovasz extended scan statistic
3187,approximating stationary probability single state markov chain
3188,three-sphere free energy classical gauge group
3189,exceptional field theory e66 covariant form m-theory type iib
3190,baryon production embedded metastable string
3191,long range correlation high multiplicity hadron collisionsbuilding bridge ridge
3192,point-to-set correlation instantons
3193,wavelet transform-based analysis qrs complex ecg signal
3194,angular momentum generation parity violation
3195,cuir1-xcrx2s4 model system studying nanoscale phase coexistence metal-insulator transition
3196,evolution community focus stability extended abstract
3197,well-tempered compiler aesthetic program auralization
3198,interacting quark matter equation state compact star
3199,human mobility predictability enriched social phenomenon information extended abstract
3200,study speed boundary element method applied realtime computational simulation biological organ
3201,pseudodifferentialoperatorenmitnichtglatten koeffizienten auf mannigfaltigkeiten
3202,magnetic domain magnetic resistance phase transition strongly correlated electronic material perovskites junction
3203,holography cal
3204,entanglement growth thermalization holographic system
3205,thickness-dependent ferromagnetic metal paramagnetic insulator transition la06sr04mno3 thin film studied x-ray magnetic circular dichroism
3206,multifield inflation planck isocurvature mode nonminimal coupling
3207,jet observables without jet algorithm
3208,infrared evidence slater metal-insulator transition naoso3
3209,gluon-initiated associated production boost higgs physic
3210,dau hadron correlation measurement phenix
3211,calculation bs0 observables using form factor lattice qcd
3212,current dark matter annihilation constraint cmb low-redshift data
3213,lattice qcd calculation form factor describing rare decay ell ell- ell ell-
3214,uncoveringmitwind myth micro-climatological cfd analysis
3215,mitapp inventor enabling personal mobile computing
3216,physical characterization warm spitzer-observed near-earth object
3217,scratch-like visual programming system microsoft window phone
3218,discriminating hadronic quark star gravitational wave fluid pulsation mode
3219,quorum sensing regenerating code distributed storage
3220,model mechanism underlying exploratory behaviour
3221,extension gyrokinetics transport time scale
3222,probing renormalization group flow using entanglement entropy
3223,two-body three-body contact identical boson near unitarity
3224,regolith x-ray imaging spectrometer rexis osiris-rex identifying regional elemental enrichment asteroid
3225,stay coordinating biological need continuously-updated assessment environment
3226,new aspect region whose tiling enumerated perfect power
3227,using cosmology establish quantization gravity
3228,linking dynamical heterogeneity static amorphous order
3229,reminiscence wit busza year physic
3230,biomolecular electrostatics solver using python gpus boundary element handle solvent-filled cavity stern layer
3231,localized state mott insulator -bedt-ttf2cuncn2cl probed photoluminescence
