ID,Title,Authors,Abstract,Journal_Conference_Name,Publisher,Year,DOI,Group_Name
3115,Effective Field Theories for the LHC,Ian Moult,"In this thesis I study applications of effective field theories to understand aspects of QCD jets and their substructure at the Large Hadron Collider. In particular, I introduce an observable, $D_2$, which can be used for distinguishing boosted $W/Z/H$ bosons from the QCD background using information about the radiation pattern within the jet, and perform a precision calculation of this observable. To simplify calculations in the soft collinear effective theory, I also develop a helicity operator basis, which facilitates matching calculations to fixed order computations performed using spinor-helicity techniques, and demonstrate its utility by computing an observable relevant for studying the properties of the newly discovered Higgs boson.",N/A,arXiv,2016,N/A,hep-ph
3116,Kernel Balancing: A flexible non-parametric weighting procedure for estimating causal effects,Chad Hazlett,"In the absence of unobserved confounders, matching and weighting methods are widely used to estimate causal quantities including the Average Treatment Effect on the Treated (ATT). Unfortunately, these methods do not necessarily achieve their goal of making the multivariate distribution of covariates for the control group identical to that of the treated, leaving some (potentially multivariate) functions of the covariates with different means between the two groups. When these ""imbalanced"" functions influence the non-treatment potential outcome, the conditioning on observed covariates fails, and ATT estimates may be biased. Kernel balancing, introduced here, targets a weaker requirement for unbiased ATT estimation, specifically, that the expected non-treatment potential outcome for the treatment and control groups are equal. The conditional expectation of the non-treatment potential outcome is assumed to fall in the space of functions associated with a choice of kernel, implying a set of basis functions in which this regression surface is linear. Weights are then chosen on the control units such that the treated and control group have equal means on these basis functions. As a result, the expectation of the non-treatment potential outcome must also be equal for the treated and control groups after weighting, allowing unbiased ATT estimation by subsequent difference in means or an outcome model using these weights. Moreover, the weights produced are (1) precisely those that equalize a particular kernel-based approximation of the multivariate distribution of covariates for the treated and control, and (2) equivalent to a form of stabilized inverse propensity score weighting, though it does not require assuming any model of the treatment assignment mechanism. An R package, KBAL, is provided to implement this approach.",N/A,arXiv,2016,N/A,stat.ME
3117,Spectro-timing study of GX 339-4 in a hard intermediate state,"F. Fuerst, V. Grinberg, J. A. Tomsick, M. Bachetti, S. E. Boggs, M. Brightman, F. E. Christensen, W. W. Craig, P. Gandhi, B. Grefenstette, C. J. Hailey, F. A. Harrison, K. K. Madsen, M. L. Parker, K. Pottschmidt, D. Stern, D. J. Walton, J. Wilms, W. W. Zhang","We present an analysis of NuSTAR observations of a hard intermediate state of the transient black hole GX 339-4 taken in January 2015. As the source softened significantly over the course of the 1.3 d-long observation we split the data into 21 sub-sets and find that the spectrum of all of them can be well described by a power-law continuum with an additional relativistically blurred reflection component. The photon index increases from ~1.69 to ~1.77 over the course of the observation. The accretion disk is truncated at around 9 gravitational radii in all spectra. We also perform timing analysis on the same 21 individual data sets, and find a strong type-C quasi-periodic oscillation (QPO), which increase in frequency from ~0.68 to ~1.05 Hz with time. The frequency change is well correlated with the softening of the spectrum. We discuss possible scenarios for the production of the QPO and calculate predicted inner radii in the relativistic precession model as well as the global disk mode oscillations model. We find discrepancies with respect to the observed values in both models unless we allow for a black hole mass of ~100 M_sun , which is highly unlikely. We discuss possible systematic uncertainties, in particular with the measurement of the inner accretion disk radius in the relativistic reflection model. We conclude that the combination of observed QPO frequencies and inner accretion disk radii, as obtained from spectral fitting, is difficult to reconcile with current models.",N/A,arXiv,2016,10.3847/0004-637X/828/1/34,astro-ph.HE
3118,Disorder-driven metal-insulator transitions in deformable lattices,"Domenico Di Sante, Simone Fratini, Vladimir Dobrosavljević, Sergio Ciuchi","We show that in presence of a deformable lattice potential, the nature of the disorder-driven metal-insulator transition (MIT) is fundamentally changed with respect to the non-interacting (Anderson) scenario. For strong disorder, even a modest electron-phonon interaction is found to dramatically renormalize the random potential, opening a mobility gap at the Fermi energy. This process, which reflects disorder-enhanced polaron formation, is here given a microscopic basis by treating the lattice deformations and Anderson localization effects on the same footing. We identify an intermediate ""bad insulator"" transport regime which displays resistivity values exceeding the Mott-Ioffe-Regel limit and with a negative temperature coefficient, as often observed in strongly disordered metals. Our calculations reveal that this behavior originates from significant temperature-induced rearrangements of electronic states due to enhanced interaction effects close to the disorder-driven MIT.","Phys. Rev. Lett. 118, 036602 (2017)",arXiv,2016,10.1103/PhysRevLett.118.036602,cond-mat.dis-nn
3119,Calibration of the K-Profile Parameterization of ocean boundary layer mixing. Part I: Development,"S. E. Zedler, C. S. Jackson, F. Yao, P. Heimbach, A. Kohl, R. B. Scott, I Hoteit","In model comparisons with observational data, not all data contain information that is useful for answering a specific science question. If non-relevant or highly uncertain data are included in a comparison metric, they can reduce the significance of other observations that matter for the scientific process of interest. Sources of noise and correlations among summed quantities within a comparison metric affect the significance of a signal that is useful for testing model skill. In the setting of the tropical Pacific, we introduce an ""inquiry dependent"" (ID) metric of model-data comparison that determines the relative importance of the TOGA-TAO buoy observations of the ocean temperature, salinity, and horizontal currents for influencing upper-ocean vertical turbulent mixing as represented by the K-Profile Parameterization (KPP) embedded in the MIT general circulation model (MITgcm) for the 2004-2007 time period. The ID metric addresses a challenge that the wind forcing is likely a more significant source of uncertainty for the ocean state than the turbulence itself, and that the observations are correlated in time, space, and across ocean state variables. In this approach the MITgcm is used to infer variability and relationships in and among the data, and to determine the response structures that are most relevant for constraining uncertain parameters. We demonstrate that the ID metric is able to distinguish the effects due to parameter perturbations from those due to uncertain winds and that it is important to include multiple kinds of data in the comparison, suggesting that the ID metric is appropriate for use in a calibration of the KPP model parameters using mooring observations of the ocean state.",N/A,arXiv,2016,N/A,physics.ao-ph
3120,Characterization of Quantum Phase Transition using Holographic Entanglement Entropy,"Yi Ling, Peng Liu, Jian-Pin Wu","The entanglement exhibits extremal or singular behavior near quantum critical points (QCPs) in many condensed matter models. These intriguing phenomena, however, still call for a widely accepted understanding. In this letter we study this issue in holographic framework. We investigate the connection between the holographic entanglement entropy (HEE) and the quantum phase transition (QPT) in a lattice-deformed Einstein-Maxwell-Dilaton theory. Novel backgrounds exhibiting metal-insulator transitions (MIT) have been constructed in which both metallic phase and insulating phase have vanishing entropy density in zero temperature limit. We find that the first order derivative of HEE with respect to lattice parameters exhibits extremal behavior near QCPs. We propose that it would be a universal feature that HEE or its derivatives with respect to system parameters can characterize QPT in a generic holographic system. Our work opens a window for understanding the relation between entanglement and the QPT from holographic perspective.","Phys. Rev. D 93, 126004 (2016)",arXiv,2016,10.1103/PhysRevD.93.126004,hep-th
3121,A Summary of Team MIT's Approach to the Amazon Picking Challenge 2015,"Kuan-Ting Yu, Nima Fazeli, Nikhil Chavan-Dafle, Orion Taylor, Elliott Donlon, Guillermo Diaz Lankenau, Alberto Rodriguez","The Amazon Picking Challenge (APC), held alongside the International Conference on Robotics and Automation in May 2015 in Seattle, challenged roboticists from academia and industry to demonstrate fully automated solutions to the problem of picking objects from shelves in a warehouse fulfillment scenario. Packing density, object variability, speed, and reliability are the main complexities of the task. The picking challenge serves both as a motivation and an instrument to focus research efforts on a specific manipulation problem. In this document, we describe Team MIT's approach to the competition, including design considerations, contributions, and performance, and we compile the lessons learned. We also describe what we think are the main remaining challenges.",N/A,arXiv,2016,N/A,cs.RO
3122,High-level GPU programming in Julia,"Tim Besard, Pieter Verstraete, Bjorn De Sutter","GPUs are popular devices for accelerating scientific calculations. However, as GPU code is usually written in low-level languages, it breaks the abstractions of high-level languages popular with scientific programmers. To overcome this, we present a framework for CUDA GPU programming in the high-level Julia programming language. This framework compiles Julia source code for GPU execution, and takes care of the necessary low-level interactions using modern code generation techniques to avoid run-time overhead.   Evaluating the framework and its APIs on a case study comprising the trace transform from the field of image processing, we find that the impact on performance is minimal, while greatly increasing programmer productivity. The metaprogramming capabilities of the Julia language proved invaluable for enabling this. Our framework significantly improves usability of GPUs, making them accessible for a wide range of programmers. It is available as free and open-source software licensed under the MIT License.",N/A,arXiv,2016,N/A,cs.DC
3123,An Ultra-Fast X-ray Disk Wind in the Neutron Star Binary GX 340+0,"J. M. Miller, J. Raymond, E. Cackett, V. Grinberg, M. Nowak","We present a spectral analysis of a brief Chandra/HETG observation of the neutron star low-mass X-ray binary GX~340+0. The high-resolution spectrum reveals evidence of ionized absorption in the Fe K band. The strongest feature, an absorption line at approximately 6.9 keV, is required at the 5 sigma level of confidence via an F-test. Photoionization modeling with XSTAR grids suggests that the line is the most prominent part of a disk wind with an apparent outflow speed of v = 0.04c. This interpretation is preferred at the 4 sigma level over a scenario in which the line is H-like Fe XXVI at a modest red-shift. The wind may achieve this speed owing to its relatively low ionization, enabling driving by radiation pressure on lines; in this sense, the wind in GX 340+0 may be the stellar-mass equivalent of the flows in broad absorption line quasars (BALQSOs). If the gas has a unity volume filling factor, the mass ouflow rate in the wind is over 10^-5 Msun/year, and the kinetic power is nearly 10^39 erg/s (or, 5-6 times the radiative Eddington limit for a neutron star). However, geometrical considerations - including a small volume filling factor and low covering factor - likely greatly reduce these values.",N/A,arXiv,2016,10.3847/2041-8205/822/1/L18,astro-ph.HE
3124,The Darkest Hour Before Dawn: Contributions to Cosmic Reionization from Dark Matter Annihilation and Decay,"Hongwan Liu, Tracy R. Slatyer, Jesús Zavala","Dark matter annihilation or decay could have a significant impact on the ionisation and thermal history of the universe. In this paper, we study the potential contribution of dark matter annihilation (s-wave- or p-wave-dominated) or decay to cosmic reionisation, via the production of electrons, positrons and photons. We map out the possible perturbations to the ionisation and thermal histories of the universe due to dark matter processes, over a broad range of velocity-averaged annihilation cross-sections/decay lifetimes and dark matter masses. We have employed recent numerical studies of the efficiency with which annihilation/decay products induce heating and ionization in the intergalactic medium, and in this work extended them down to a redshift of $1+z = 4$ for two different reionisation scenarios. We also improve on earlier studies by using the results of detailed structure formation models of dark matter haloes and subhaloes that are consistent with up-to-date $N$-body simulations, with estimates on the uncertainties that originate from the smallest scales. We find that for dark matter models that are consistent with experimental constraints, a contribution of more than 10% to the ionisation fraction at reionisation is disallowed for all annihilation scenarios. Such a contribution is possible only for decays into electron/positron pairs, for light dark matter with mass $m_\chi \lesssim $ 100 MeV, and a decay lifetime $\tau_\chi \sim 10^{24} - 10^{25}$ s.","Phys. Rev. D 94, 063507 (2016)",arXiv,2016,10.1103/PhysRevD.94.063507,astro-ph.CO
3125,Electronic Griffiths Phase in the Te - Doped Semiconductor FeSb$_{2}$,"Rongwei Hu, Kefeng Wang, Hyejin Ryu, Hechang Lei, E. S. Choi, M. Uhlarz, J. Wosnitza, C. Petrovic","We report on the emergence of an Electronic Griffiths Phase (EGP) in the doped semiconductor FeSb$_{2}$, predicted for disordered insulators with random localized moments in the vicinity of a metal-insulator transition (MIT). Magnetic, transport, and thermodynamic measurements of Fe(Sb$_{1-x}$Te$_{x}$)$_{2}$ single crystals show signatures of disorder-induced non-Fermi liquid behavior and a Wilson ratio expected for strong electronic correlations. The EGP states are found on the metallic boundary, between the insulating state ($x = 0$) and a long-range albeit weak magnetic order ($x \geq 0.075$).","Phys. Rev. Lett. 109, 256401 (2012)",arXiv,2016,10.1103/PhysRevLett.109.256401,cond-mat.str-el
3126,Bootstrapping rapidity anomalous dimension for transverse-momentum resummation,"Ye Li, Hua Xing Zhu","Soft function relevant for transverse-momentum resummation for Drell-Yan or Higgs production at hadron colliders are computed through to three loops in the expansion of strong coupling, with the help of bootstrap technique and supersymmetric decomposition. The corresponding rapidity anomalous dimension is extracted. An intriguing relation between anomalous dimensions for transverse-momentum resummation and threshold resummation is found.","Phys. Rev. Lett. 118, 022004 (2017)",arXiv,2016,10.1103/PhysRevLett.118.022004,hep-ph
3127,Three-Index Symmetric Matter Representations of SU(2) in F-Theory from Non-Tate Form Weierstrass Models,"Denis Klevers, Washington Taylor","We give an explicit construction of a class of F-theory models with matter in the three-index symmetric (4) representation of SU(2). This matter is realized at codimension two loci in the F-theory base where the divisor carrying the gauge group is singular; the associated Weierstrass model does not have the form associated with a generic SU(2) Tate model. For 6D theories, the matter is localized at a triple point singularity of arithmetic genus g=3 in the curve supporting the SU(2) group. This is the first explicit realization of matter in F-theory in a representation corresponding to a genus contribution greater than one. The construction is realized by ""unHiggsing"" a model with a U(1) gauge factor under which there is matter with charge q=3. The resulting SU(2) models can be further unHiggsed to realize non-Abelian G_2xSU(2) models with more conventional matter content or SU(2)^3 models with trifundamental matter. The U(1) models used as the basis for this construction do not seem to have a Weierstrass realization in the general form found by Morrison-Park, suggesting that a generalization of that form may be needed to incorporate models with arbitrary matter representations and gauge groups localized on singular divisors.",N/A,arXiv,2016,10.1007/JHEP06(2016)171,hep-th
3128,Layer-wise Relevance Propagation for Neural Networks with Local Renormalization Layers,"Alexander Binder, Grégoire Montavon, Sebastian Bach, Klaus-Robert Müller, Wojciech Samek","Layer-wise relevance propagation is a framework which allows to decompose the prediction of a deep neural network computed over a sample, e.g. an image, down to relevance scores for the single input dimensions of the sample such as subpixels of an image. While this approach can be applied directly to generalized linear mappings, product type non-linearities are not covered. This paper proposes an approach to extend layer-wise relevance propagation to neural networks with local renormalization layers, which is a very common product-type non-linearity in convolutional neural networks. We evaluate the proposed method for local renormalization layers on the CIFAR-10, Imagenet and MIT Places datasets.",N/A,arXiv,2016,N/A,cs.CV
3129,Chandra X-Ray Spectroscopy of the Focused Wind in the Cygnus X-1 System. II. The Nondip Spectrum in the Low/Hard State - Modulations with Orbital Phase,"Ivica Miškovičová, Natalie Hell, Manfred Hanke, Michael A. Nowak, Katja Pottschmidt, Norbert S. Schulz, Victoria Grinberg, Refiz Duro, Oliwia K. Madej, Anne M. Lohfink, Jérôme Rodriguez, Marion Cadolle Bel, Arash Bodaghee, John A. Tomsick, Julia C. Lee, Gregory V. Brown, Jörn Wilms","The accretion onto the black hole in the system HDE 226868/Cygnus X-1 is powered by the strong line driven stellar wind of the O-type donor star. We study the X-ray properties of the stellar wind in the hard state of Cyg X-1 as determined with data from the Chandra High Energy Transmission Gratings. Large density and temperature inhomogeneities are present in the wind, with a fraction of the wind consisting of clumps of matter with higher density and lower temperature embedded in a photoionized gas. Absorption dips observed in the light curve are believed to be caused by these clumps. This work concentrates on the non-dip spectra as a function of orbital phase. The spectra show lines of H-like and He-like ions of S, Si, Na, Mg, Al and highly ionized Fe (Fe xvii-Fe xxiv). We measure velocity shifts, column densities, and thermal broadening of the line series. The excellent quality of these five observations allows us to investigate the orbital phase dependence of these parameters. We show that the absorber is located close to the black hole. Doppler shifted lines point at a complex wind structure in this region, while emission lines seen in some observations are from a denser medium than the absorber. The observed line profiles are phase dependent. Their shapes vary from pure, symmetric absorption at the superior conjunction to P Cygni profiles at the inferior conjunction of the black hole.","A&A 590, A114 (2016)",arXiv,2016,10.1051/0004-6361/201322490,astro-ph.HE
3130,Analytic pion form factor,"Earle L. Lomon, Simone Pacetti","The pion electromagnetic form factor and two-pion production in electron-positron collisions are simultaneously fitted by a vector dominance model evolving to perturbative QCD at large momentum transfer. This model was previously successful in simultaneously fitting the nucleon electromagnetic form factors (spacelike region) and the electromagnetic production of nucleon-antinucleon pairs (timelike region). For this pion case dispersion relations are used to produce the analytic connection of the spacelike and timelike regions. The fit to all the data is good, especially for the newer sets of time-like data. The description of high-$q^2$ data, in the time-like region, requires one more meson with $\rho$ quantum numbers than listed in the 2014 Particle Data Group review.","Phys. Rev. D 94, 056002 (2016)",arXiv,2016,10.1103/PhysRevD.94.056002,hep-ph
3131,Collinear Superspace,"Timothy Cohen, Gilly Elor, Andrew J. Larkoski","This letter provides a superfield based approach to constructing a collinear slice of $\mathcal{N}$ = 1 superspace. The strategy is analogous to integrating out anti-collinear fermionic degrees-of-freedom as was developed in the context of soft-collinear effective theory. The resulting Lagrangian can be understood as an integral over collinear superspace, where half the supercoordinates have been integrated out. The application to $\mathcal{N}$ = 1 super Yang-Mills is presented. Collinear superspace provides the foundation for future explorations of supersymmetric soft-collinear effective theory.","Phys. Rev. D 93, 125013 (2016)",arXiv,2016,10.1103/PhysRevD.93.125013,hep-th
3132,Lieb-Robinson and the butterfly effect,"Daniel A. Roberts, Brian Swingle","As experiments are increasingly able to probe the quantum dynamics of systems with many degrees of freedom, it is interesting to probe fundamental bounds on the dynamics of quantum information. We elaborate on the relationship between one such bound---the Lieb-Robinson bound---and the butterfly effect in strongly-coupled quantum systems. The butterfly effect implies the ballistic growth of local operators in time, which can be quantified with the ""butterfly"" velocity $v_B$. Similarly, the Lieb-Robinson velocity places a state independent ballistic upper bound on the size of time evolved operators in non-relativistic lattice models. Here, we argue that $v_B$ is a state-dependent effective Lieb-Robinson velocity. We study the butterfly velocity in a wide variety of quantum field theories using holography and compare with free particle computations to understand the role of strong coupling. We find that, depending on the way length and time scale, $v_B$ acquires a temperature dependence and decreases towards the IR. We also comment on experimental prospects and on the relationship between the butterfly velocity and signaling.","Phys. Rev. Lett. 117, 091602 (2016)",arXiv,2016,10.1103/PhysRevLett.117.091602,hep-th
3133,Inclusive Dark Photon Search at LHCb,"Philip Ilten, Yotam Soreq, Jesse Thaler, Mike Williams, Wei Xue","We propose an inclusive search for dark photons $A'$ at the LHCb experiment based on both prompt and displaced di-muon resonances. Because the couplings of the dark photon are inherited from the photon via kinetic mixing, the dark photon $A' \to \mu^+ \mu^-$ rate can be directly inferred from the off-shell photon $\gamma^* \to \mu^+ \mu^-$ rate, making this a fully data-driven search. For Run 3 of the LHC, we estimate that LHCb will have sensitivity to large regions of the unexplored dark-photon parameter space, especially in the 210-520 MeV and 10-40 GeV mass ranges. This search leverages the excellent invariant-mass and vertex resolution of LHCb, along with its unique particle-identification and real-time data-analysis capabilities.","Phys. Rev. Lett. 116, 251803 (2016)",arXiv,2016,10.1103/PhysRevLett.116.251803,hep-ph
3134,Cold Fronts: Probes of Plasma Astrophysics in Galaxy Clusters,"John ZuHone, Elke Roediger","The most massive baryonic component of galaxy clusters is the ""intracluster medium"" (ICM), a diffuse, hot, weakly magnetized plasma that is most easily observed in the X-ray band. Despite being observed for decades, the macroscopic transport properties of the ICM are still not well-constrained. A path to determine macroscopic ICM properties opened up with the discovery of ""cold fronts"". These were observed as sharp discontinuities in surface brightness and temperature in the ICM, with the property that the brighter (and denser) side of the discontinuity is the colder one. The high spatial resolution of the Chandra X-ray Observatory revealed two puzzles about the cold fronts. First, they should be subject to Kelvin-Helmholtz instabilites, yet in many cases they appear relatively smooth and undisturbed. Second, the width of the interface between the two gas phases is typically narrower than the mean free path of the particles in the plasma, indicating negligible thermal conduction. From the time of their discovery, it was realized that these special characteristics of cold fronts may be used to probe the physical properties of the cluster plasma. In this review, we will discuss the recent simulations of cold front formation and evolution in galaxy clusters, with a focus on those which have attempted to use these features to constrain the physics of the ICM. In particular, we will focus on the effects of magnetic fields, viscosity, and thermal conductivity on the stability properties and long-term evolution of cold fronts. We conclude with a discussion on what important questions remain unanswered, and the future role of simulations and the next generation of X-ray observatories.",J. Plasma Phys. 82 (2016) 535820301,arXiv,2016,10.1017/S0022377816000544,astro-ph.HE
3135,Engineering Holographic Superconductor Phase Diagrams,"Jiunn-Wei Chen, Shou-Huang Dai, Debaprasad Maity, Yun-Long Zhang","We study how to engineer holographic models with features of a high temperature superconductor phase diagram. We introduce a field in the bulk which provides a tunable ""doping"" parameter in the boundary theory. By designing how this field changes the effective masses of other order parameter fields, desired phase diagrams can be engineered. We give examples of generating phase diagrams with phase boundaries similar to a superconducting dome and an anti-ferromagnetic phase by including two order parameter fields. We also explore whether the pseudo gap phase can be described without adding another order parameter field and discuss the potential scaling symmetry associated with a quantum critical point hidden under the superconducting dome in this phase diagram.","Phys. Rev. D 94, 086004 (2016)",arXiv,2016,10.1103/PhysRevD.94.086004,hep-th
3136,Predictive Modeling of Opinion and Connectivity Dynamics in Social Networks,"Ajay Saini, Natasha Markuzon","Recent years saw an increased interest in modeling and understanding the mechanisms of opinion and innovation spread through human networks. Using analysis of real-world social data, researchers are able to gain a better understanding of the dynamics of social networks and subsequently model the changes in such networks over time. We developed a social network model that both utilizes an agent-based approach with a dynamic update of opinions and connections between agents and reflects opinion propagation and structural changes over time as observed in real-world data. We validate the model using data from the Social Evolution dataset of the MIT Human Dynamics Lab describing changes in friendships and health self-perception in a targeted student population over a nine-month period. We demonstrate the effectiveness of the approach by predicting changes in both opinion spread and connectivity of the network. We also use the model to evaluate how the network parameters, such as the level of `openness' and willingness to incorporate opinions of neighboring agents, affect the outcome. The model not only provides insight into the dynamics of ever changing social networks, but also presents a tool with which one can investigate opinion propagation strategies for networks of various structures and opinion distributions.",N/A,arXiv,2016,N/A,cs.SI
3137,A new dynamical instability in Anti-de-Sitter spacetime,"Umut Gürsoy, Aron Jansen, Wilke van der Schee","We present fully dynamical solutions to Einstein-scalar theory in asymptotically Anti-de-Sitter spacetime with a scalar potential containing particularly rich physics. Depending on one parameter in the potential we find an especially interesting regime, which exhibits a thermodynamically stable, but dynamically unstable black brane, even at zero momentum. We show this using the non-linear dynamics, and give a clear interpretation in terms of the spectrum of linearized perturbations. Our results translate directly to their dual strongly coupled non-conformal field theories.","Phys. Rev. D 94, 061901 (2016)",arXiv,2016,10.1103/PhysRevD.94.061901,hep-th
3138,Circular orbits and related quasi-harmonic oscillatory motion of charged particles around weakly magnetized rotating black holes,"Arman Tursunov, Zdeněk Stuchlík, Martin Kološ","We study motion of charged particles in the field of a rotating black hole immersed into an external asymptotically uniform magnetic field, focusing on the epicyclic quasi-circular orbits near the equatorial plane. Separating the circular orbits into four qualitatively different classes according to the sign of the canonical angular momentum of the motion and the orientation of the Lorentz force, we analyse the circular orbits using the so called force formalism. We find the analytical solutions for the radial profiles of velocity, specific angular momentum and specific energy of the circular orbits in dependence on the black hole dimensionless spin and the magnetic field strength. The innermost stable circular orbits are determined for all four classes of the circular orbits. The stable circular orbits with outward oriented Lorentz force can extend to radii lower than the radius of the corresponding photon circular geodesic. We calculate the frequencies of the harmonic oscillatory motion of the charged particles in the radial and vertical directions related to the equatorial circular orbits and study the radial profiles of the radial, $\omega_\mir$, vertical, $\omega_\mit$, and orbital, $\omega_\mip$, frequencies, finding significant differences in comparison to the epicyclic geodesic circular motion. The most important new phenomenon is existence of toroidal charged particle epicyclic motion with $\omega_\mir \sim \omega_{\mit} >> \omega_{\mip}$ that could occur around retrograde circular orbits with outward oriented Lorentz force. We demonstrate that for the rapidly rotating black holes the role of the 'Wald induced charge' can be relevant.","Phys Rev D 93, 084012 (2016)",arXiv,2016,10.1103/PhysRevD.93.084012,gr-qc
3139,Comparing Human and Automated Evaluation of Open-Ended Student Responses to Questions of Evolution,"Michael J Wiser, Louise S Mead, James J Smith, Robert T Pennock","Written responses can provide a wealth of data in understanding student reasoning on a topic. Yet they are time- and labor-intensive to score, requiring many instructors to forego them except as limited parts of summative assessments at the end of a unit or course. Recent developments in Machine Learning (ML) have produced computational methods of scoring written responses for the presence or absence of specific concepts. Here, we compare the scores from one particular ML program -- EvoGrader -- to human scoring of responses to structurally- and content-similar questions that are distinct from the ones the program was trained on. We find that there is substantial inter-rater reliability between the human and ML scoring. However, sufficient systematic differences remain between the human and ML scoring that we advise only using the ML scoring for formative, rather than summative, assessment of student reasoning.","Artificial Life XV: Proceedings of the Fifteenth International
  Conference on Artificial life. pp. 116 - 122. MIT Press. 2016",arXiv,2016,10.7551/978-0-262-33936-0-ch025,cs.AI
3140,Volume-wise destruction of the antiferromagnetic Mott insulating state through quantum tuning,"Benjamin A. Frandsen, Lian Liu, Sky C. Cheung, Zurab Guguchia, Rustem Khasanov, Elvezio Morenzoni, Timothy J. S. Munsie, Alannah M. Hallas, Murray N. Wilson, Yipeng Cai, Graeme M. Luke, Bijuan Chen, Wenmin Li, Changqing Jin, Cui Ding, Shengli Guo, Fanlong Ning, Takashi U. Ito, Wararu Higemoto, Simon J. L. Billinge, Shoya Sakamoto, Atsushi Fujimori, Taito Murakami, Hiroshi Kageyama, Jose Antonio Alonso, Gabriel Kotliar, Masatoshi Imada, Yasutomo J. Uemura","Metal-to-insulator transitions (MITs) are a dramatic manifestation of strong electron correlations in solids1. The insulating phase can often be suppressed by quantum tuning, i.e. varying a nonthermal parameter such as chemical composi- tion or pressure, resulting in a zero-temperature quantum phase transition (QPT) to a metallic state driven by quantum fluctuations, in contrast to conventional phase transitions driven by thermal fluctuations. Theories of exotic phenomena known to occur near the Mott QPT such as quantum criticality and high-temperature superconductivity often assume a second-order QPT, but direct experimental evidence for either first- or second-order behavior at the magnetic QPT associated with the Mott transition has been scarce and further masked by the superconducting phase in unconventional superconductors. Most measurements of QPTs have been performed by volume-integrated probes, such as neutron scattering, magnetization, and transport, in which discontinuous behavior, phase separation, and spatially inhomogeneous responses are averaged and smeared out, leading at times to misidentification as continuous second-order transitions. Here, we demonstrate through muon spin relaxation/rotation (MuSR) experiments on two archetypal Mott insulating systems, composition-tuned RENiO3 (RE=rare earth element) and pressured-tuned V2O3, that the QPT from antiferromagnetic insulator to paramagnetic metal is first-order: the magnetically ordered volume fraction decreases to zero at the QPT, resulting in a broad region of intrinsic phase separation, while the ordered magnetic moment retains its full value across the phase diagram until it is suddenly destroyed at the QPT. These findings call for further investigation into the role of inelastic soft modes and the nature of dynamic spin and charge fluctuations underlying the transition.",N/A,arXiv,2016,10.1038/ncomms12519,cond-mat.str-el
3141,Nucleon Helicity and Transversity Parton Distributions from Lattice QCD,"Jiunn-Wei Chen, Saul D. Cohen, Xiangdong Ji, Huey-Wen Lin, Jian-Hui Zhang","We present the first lattice-QCD calculation of the isovector polarized parton distribution functions (both helicity and transversity) using the large-momentum effective field theory (LaMET) approach for direct Bjorken-$x$ dependence. We first review the detailed steps of the procedure in the unpolarized case, then generalize to the helicity and transversity cases. We also derive a new mass-correction formulation for all three cases. We then compare the effects of each finite-momentum correction using lattice data calculated at $M_\pi\approx 310$ MeV. Finally, we discuss the implications of these results for the poorly known antiquark structure and predict the sea-flavor asymmetry in the transversely polarized nucleon.",N/A,arXiv,2016,10.1016/j.nuclphysb.2016.07.033,hep-ph
3142,A Latitude-Dependent Analysis of the Leptonic Hypothesis for the Fermi Bubbles,"Sruthi A. Narayanan, Tracy R. Slatyer","The Fermi Bubbles are giant Galactic structures observed in both gamma-rays and microwaves. Recent studies have found support for the hypothesis that the gamma-ray and microwave emission can both be understood as arising from a hard cosmic-ray electron population within the volume of the Bubbles, via inverse Compton scattering and synchrotron radiation respectively. The relative rates of these processes are set by the relative energy density of the interstellar radiation field and the magnetic field within the Bubbles; consequently, under the hypothesis of a common origin, the combination of the gamma-ray and microwave measurements can be used to estimate the magnetic field within the Bubbles. We revisit the consistency of this hypothesis on a latitude-by-latitude basis, using data from Fermi, WMAP and Planck; estimate the variation of the electron spectrum within the Bubbles; and infer bounds on the magnetic field within the Bubbles as a function of distance from the Galactic plane. We find that while the microwave and gamma-ray spectra are generally consistent with the leptonic hypothesis for few-microGauss magnetic fields, there appears to be a preference for spectral hardening in the microwaves at mid-latitudes (especially in the |b|~ 25-35 degree range) that is not mirrored in the gamma rays. This result may hint at a non-leptonic contribution to the gamma-ray spectra; however, the discrepancy can be reconciled in purely leptonic models if the cutoff energy for the electrons is lower in this latitude range and the spectrum below the cutoff is harder.",N/A,arXiv,2016,10.1093/mnras/stx577,astro-ph.HE
3143,Comments on the diphoton excess: critical reappraisal of effective field theory interpretations,"Jernej F. Kamenik, Benjamin R. Safdi, Yotam Soreq, Jure Zupan","We consider the diphoton excess observed by ATLAS and CMS using the most up-to-date data and estimate the preferred enhancement in the production rate between 8 TeV and 13 TeV. Within the framework of effective field theory (EFT), we then show that for both spin-0 and spin-2 Standard Model (SM) gauge-singlet resonances, two of the three processes S to ZZ, S to Z gamma, and S to WW must occur with a non-zero rate. Moreover, we demonstrate that these branching ratios are highly correlated in the EFT. Couplings of S to additional SM states may be constrained and differentiated by comparing the S production rates with and without the vector-boson fusion (VBF) cuts. We find that for a given VBF to inclusive production ratio there is maximum rate of S to gauge bosons, b b-bar, and lighter quark anti-quark pairs. Simultaneous measurements of the width and the VBF ratio may be able to point towards the existence of hidden decays.",N/A,arXiv,2016,10.1007/JHEP07(2016)042,hep-ph
